,x,y,Z,DeltaPressure
36,-5045.709999999963,5528.240000000224,-2450.0,-38.809999999999945
37,-5045.709999999963,5528.240000000224,-2450.0,-110.62999999999964
38,-5045.709999999963,5528.240000000224,-2450.0,-152.37999999999963
39,-5045.709999999963,5528.240000000224,-2450.0,-194.54999999999973
40,-5045.709999999963,5528.240000000224,-2450.0,-71.81999999999971
41,-5045.709999999963,5528.240000000224,-2450.0,-113.56999999999971
42,-5045.709999999963,5528.240000000224,-2450.0,-155.73999999999978
43,-5045.709999999963,5528.240000000224,-2450.0,-41.75
44,-5045.709999999963,5528.240000000224,-2450.0,-83.92000000000007
45,-5045.709999999963,5528.240000000224,-2450.0,-42.17000000000007
46,-2331.010000000009,9970.120000000112,-2545.47,-2334.38
47,-2331.010000000009,9970.120000000112,-2545.47,-3365.99
48,-2331.010000000009,9970.120000000112,-2545.47,-1031.61
49,-2331.010000000009,9970.120000000112,-2545.47,-296.1999999999998
50,-2331.010000000009,9970.120000000112,-2545.47,-430.1100000000001
51,-2331.010000000009,9970.120000000112,-2545.47,-515.19
52,-2331.010000000009,9970.120000000112,-2545.47,-525.7999999999997
53,-2331.010000000009,9970.120000000112,-2545.47,-613.27
54,-2331.010000000009,9970.120000000112,-2545.47,-133.9100000000003
55,-2331.010000000009,9970.120000000112,-2545.47,-218.99000000000026
56,-2331.010000000009,9970.120000000112,-2545.47,-229.59999999999997
57,-2331.010000000009,9970.120000000112,-2545.47,-317.07000000000016
58,-2331.010000000009,9970.120000000112,-2545.47,-85.07999999999993
59,-2331.010000000009,9970.120000000112,-2545.47,-95.6899999999996
60,-2331.010000000009,9970.120000000112,-2545.47,-183.15999999999985
61,-2331.010000000009,9970.120000000112,-2545.47,-10.609999999999673
62,-2331.010000000009,9970.120000000112,-2545.47,-98.07999999999993
63,-2331.010000000009,9970.120000000112,-2545.47,-87.47000000000025
64,-7186.900000000023,3583.839999999851,-2528.33,-993.4700000000003
65,-7186.900000000023,3583.839999999851,-2528.33,-2690.080000000001
66,-7186.900000000023,3583.839999999851,-2528.33,-1696.61
67,-7186.900000000023,3583.839999999851,-2528.33,-750.4300000000003
68,-7186.900000000023,3583.839999999851,-2528.33,-1254.0
69,-7186.900000000023,3583.839999999851,-2528.33,-1458.1800000000005
70,-7186.900000000023,3583.839999999851,-2528.33,-1557.2800000000007
71,-7186.900000000023,3583.839999999851,-2528.33,-1702.2900000000006
72,-7186.900000000023,3583.839999999851,-2528.33,-503.5699999999997
73,-7186.900000000023,3583.839999999851,-2528.33,-707.75
74,-7186.900000000023,3583.839999999851,-2528.33,-806.8500000000003
75,-7186.900000000023,3583.839999999851,-2528.33,-951.86
76,-7186.900000000023,3583.839999999851,-2528.33,-204.1800000000003
77,-7186.900000000023,3583.839999999851,-2528.33,-303.2800000000006
78,-7186.900000000023,3583.839999999851,-2528.33,-448.29000000000036
79,-7186.900000000023,3583.839999999851,-2528.33,-99.10000000000036
80,-7186.900000000023,3583.839999999851,-2528.33,-244.11000000000013
81,-7186.900000000023,3583.839999999851,-2528.33,-145.00999999999976
82,-6216.349999999977,4427.599999999628,-2511.0,-1545.38
83,-6216.349999999977,4427.599999999628,-2511.0,-2594.07
84,-6216.349999999977,4427.599999999628,-2511.0,-1048.6899999999996
85,-6216.349999999977,4427.599999999628,-2511.0,-446.5799999999999
86,-6216.349999999977,4427.599999999628,-2511.0,-871.23
87,-6216.349999999977,4427.599999999628,-2511.0,-971.64
88,-6216.349999999977,4427.599999999628,-2511.0,-762.0499999999997
89,-6216.349999999977,4427.599999999628,-2511.0,-994.75
90,-6216.349999999977,4427.599999999628,-2511.0,-424.65000000000015
91,-6216.349999999977,4427.599999999628,-2511.0,-525.06
92,-6216.349999999977,4427.599999999628,-2511.0,-315.4699999999998
93,-6216.349999999977,4427.599999999628,-2511.0,-548.1700000000002
94,-6216.349999999977,4427.599999999628,-2511.0,-100.40999999999985
95,-6216.349999999977,4427.599999999628,-2511.0,-123.51999999999998
96,-6216.349999999977,4427.599999999628,-2511.0,-23.110000000000127
97,-6216.349999999977,4427.599999999628,-2511.0,-232.70000000000027
98,-3453.0200000000177,10526.889999999665,-2526.99,-1316.27
99,-3453.0200000000177,10526.889999999665,-2526.99,-1275.85
100,-3453.0200000000177,10526.889999999665,-2526.99,-550.5999999999998
101,-3453.0200000000177,10526.889999999665,-2526.99,-344.78000000000014
102,-3453.0200000000177,10526.889999999665,-2526.99,-159.88999999999987
103,-3453.0200000000177,10526.889999999665,-2526.99,-7.829999999999927
104,-2620.239999999991,10074.549999999814,-2512.97,-1944.05
105,-2620.239999999991,10074.549999999814,-2512.97,-1013.54
106,-2620.239999999991,10074.549999999814,-2512.97,-560.4200000000002
107,-2620.239999999991,10074.549999999814,-2512.97,-603.9700000000003
108,-2620.239999999991,10074.549999999814,-2512.97,-639.3599999999998
109,-2620.239999999991,10074.549999999814,-2512.97,-727.8699999999999
110,-2620.239999999991,10074.549999999814,-2512.97,-43.55000000000018
111,-2620.239999999991,10074.549999999814,-2512.97,-78.93999999999959
112,-2620.239999999991,10074.549999999814,-2512.97,-167.44999999999982
113,-2620.239999999991,10074.549999999814,-2512.97,-35.389999999999425
114,-2620.239999999991,10074.549999999814,-2512.97,-123.89999999999964
115,-2620.239999999991,10074.549999999814,-2512.97,-88.5100000000002
116,-4357.439999999944,7483.9900000002235,-2415.54,-1180.5500000000004
117,-4357.439999999944,7483.9900000002235,-2415.54,-74.35000000000036
118,-4357.439999999944,7483.9900000002235,-2415.54,-221.8300000000004
119,-1233.1199999999953,8983.639999999665,-2543.61,-864.2200000000003
120,-1233.1199999999953,8983.639999999665,-2543.61,-1694.04
121,-1233.1199999999953,8983.639999999665,-2543.61,-829.8199999999997
122,-1233.1199999999953,8983.639999999665,-2543.61,-220.30000000000013
123,-1233.1199999999953,8983.639999999665,-2543.61,-697.5599999999995
124,-1233.1199999999953,8983.639999999665,-2543.61,-698.8199999999997
125,-1233.1199999999953,8983.639999999665,-2543.61,-968.2600000000003
126,-1233.1199999999953,8983.639999999665,-2543.61,-246.42000000000007
127,-1233.1199999999953,8983.639999999665,-2543.61,-723.6799999999994
128,-1233.1199999999953,8983.639999999665,-2543.61,-724.9399999999997
129,-1233.1199999999953,8983.639999999665,-2543.61,-994.38
130,-1233.1199999999953,8983.639999999665,-2543.61,-477.2599999999993
131,-1233.1199999999953,8983.639999999665,-2543.61,-478.51999999999947
132,-1233.1199999999953,8983.639999999665,-2543.61,-747.96
133,-1233.1199999999953,8983.639999999665,-2543.61,-1.2600000000002185
134,-1233.1199999999953,8983.639999999665,-2543.61,-270.70000000000067
135,-1233.1199999999953,8983.639999999665,-2543.61,-269.4400000000005
136,-4764.189999999944,6461.0800000000745,-2424.31,-1452.5000000000007
137,-4764.189999999944,6461.0800000000745,-2424.31,-1086.5000000000002
138,-4764.189999999944,6461.0800000000745,-2424.31,-53.56999999999972
139,-4764.189999999944,6461.0800000000745,-2424.31,-23.5
140,-4764.189999999944,6461.0800000000745,-2424.31,-49.09000000000015
141,-4764.189999999944,6461.0800000000745,-2424.31,-25.590000000000142
142,-4764.189999999944,6461.0800000000745,-2424.31,-129.19000000000003
143,-3305.450000000012,11509.389999999663,-2571.16,-811.3000000000003
144,-3305.450000000012,11509.389999999663,-2571.16,-2206.59
145,-3305.450000000012,11509.389999999663,-2571.16,-1395.2899999999993
146,-3305.450000000012,11509.389999999663,-2571.16,-1186.2199999999998
147,-3305.450000000012,11509.389999999663,-2571.16,-1430.8499999999995
148,-3305.450000000012,11509.389999999663,-2571.16,-1407.5799999999995
149,-3305.450000000012,11509.389999999663,-2571.16,-1330.0499999999995
150,-3305.450000000012,11509.389999999663,-2571.16,-1575.9299999999994
151,-3305.450000000012,11509.389999999663,-2571.16,-244.62999999999963
152,-3305.450000000012,11509.389999999663,-2571.16,-221.3599999999997
153,-3305.450000000012,11509.389999999663,-2571.16,-143.8299999999999
154,-3305.450000000012,11509.389999999663,-2571.16,-389.7099999999997
155,-3305.450000000012,11509.389999999663,-2571.16,-145.0799999999999
156,-3305.450000000012,11509.389999999663,-2571.16,-168.3499999999999
157,-3305.450000000012,11509.389999999663,-2571.16,-245.87999999999963
158,-4482.609999999986,7257.280000000263,-2423.01,-550.9499999999998
159,-4482.609999999986,7257.280000000263,-2423.01,-89.82000000000015
160,-4482.609999999986,7257.280000000263,-2423.01,-50.650000000000105
161,-4482.609999999986,7257.280000000263,-2423.01,-2.9200000000000728
162,-5394.760000000009,6664.110000000334,-2433.69,-887.19
163,-5394.760000000009,6664.110000000334,-2433.69,-1550.0500000000006
164,-5394.760000000009,6664.110000000334,-2433.69,-662.8600000000001
165,-5394.760000000009,6664.110000000334,-2433.69,-310.54
166,-5394.760000000009,6664.110000000334,-2433.69,-165.71000000000004
167,-5394.760000000009,6664.110000000334,-2433.69,-293.6099999999997
168,-5394.760000000009,6664.110000000334,-2433.69,-467.4699999999999
169,-5394.760000000009,6664.110000000334,-2433.69,-156.92999999999984
170,-5394.760000000009,6664.110000000334,-2433.69,-376.8100000000004
171,-5394.760000000009,6664.110000000334,-2433.69,-504.71
172,-5394.760000000009,6664.110000000334,-2433.69,-678.5700000000003
173,-5394.760000000009,6664.110000000334,-2433.69,-127.89999999999964
174,-5394.760000000009,6664.110000000334,-2433.69,-301.7599999999997
175,-5394.760000000009,6664.110000000334,-2433.69,-173.86000000000013
176,-5756.7299999999805,5910.719999999737,-2438.0,-1060.0800000000004
177,-5756.7299999999805,5910.719999999737,-2438.0,-519.2900000000004
178,-5756.7299999999805,5910.719999999737,-2438.0,-124.48000000000002
179,-5756.7299999999805,5910.719999999737,-2438.0,-733.96
180,-5756.7299999999805,5910.719999999737,-2438.0,-1160.5099999999998
181,-5756.7299999999805,5910.719999999737,-2438.0,-1138.58
182,-5756.7299999999805,5910.719999999737,-2438.0,-426.54999999999967
183,-5756.7299999999805,5910.719999999737,-2438.0,-404.61999999999983
184,-3908.8099999999977,7523.209999999965,-2407.58,-1142.94
185,-3908.8099999999977,7523.209999999965,-2407.58,-101.09000000000015
186,-3908.8099999999977,7523.209999999965,-2407.58,-54.9699999999998
187,-4898.089999999967,7626.799999999815,-2416.22,-624.23
188,-4898.089999999967,7626.799999999815,-2416.22,-1685.54
189,-4898.089999999967,7626.799999999815,-2416.22,-1061.31
190,-4898.089999999967,7626.799999999815,-2416.22,-456.3000000000001
191,-4898.089999999967,7626.799999999815,-2416.22,-982.3000000000003
192,-4898.089999999967,7626.799999999815,-2416.22,-1002.0
193,-4898.089999999967,7626.799999999815,-2416.22,-912.7800000000003
194,-4898.089999999967,7626.799999999815,-2416.22,-955.3700000000003
195,-4898.089999999967,7626.799999999815,-2416.22,-526.0
196,-4898.089999999967,7626.799999999815,-2416.22,-545.6999999999998
197,-4898.089999999967,7626.799999999815,-2416.22,-456.48
198,-4898.089999999967,7626.799999999815,-2416.22,-499.07000000000016
199,-4898.089999999967,7626.799999999815,-2416.22,-19.699999999999818
200,-4898.089999999967,7626.799999999815,-2416.22,-42.590000000000146
201,-7052.650000000023,7333.25,-2593.76,-594.8900000000002
202,-7052.650000000023,7333.25,-2593.76,-962.59
203,-7052.650000000023,7333.25,-2593.76,-367.6999999999999
204,-7052.650000000023,7333.25,-2593.76,-82.26000000000022
205,-7052.650000000023,7333.25,-2593.76,-190.38000000000008
206,-7052.650000000023,7333.25,-2593.76,-276.88000000000005
207,-7052.650000000023,7333.25,-2593.76,-317.1400000000003
208,-7052.650000000023,7333.25,-2593.76,-360.5300000000008
209,-7052.650000000023,7333.25,-2593.76,-108.11999999999986
210,-7052.650000000023,7333.25,-2593.76,-194.61999999999992
211,-7052.650000000023,7333.25,-2593.76,-234.88000000000008
212,-7052.650000000023,7333.25,-2593.76,-278.27000000000044
213,-7052.650000000023,7333.25,-2593.76,-86.5
214,-7052.650000000023,7333.25,-2593.76,-126.7600000000002
215,-7052.650000000023,7333.25,-2593.76,-170.15000000000055
216,-7052.650000000023,7333.25,-2593.76,-40.26000000000022
217,-7052.650000000023,7333.25,-2593.76,-83.65000000000055
218,-7052.650000000023,7333.25,-2593.76,-43.39000000000033
219,-2408.6300000000047,8705.019999999553,-2465.99,-365.81
220,-2408.6300000000047,8705.019999999553,-2465.99,-101.71000000000004
221,-2408.6300000000047,8705.019999999553,-2465.99,-111.98000000000047
222,-3565.8499999999767,10242.25,-2523.47,-1703.38
223,-3565.8499999999767,10242.25,-2523.47,-2108.11
224,-3565.8499999999767,10242.25,-2523.47,-404.73
225,-3565.8499999999767,10242.25,-2523.47,-399.06
226,-3565.8499999999767,10242.25,-2523.47,-618.9500000000003
227,-3565.8499999999767,10242.25,-2523.47,-489.98
228,-3565.8499999999767,10242.25,-2523.47,-355.44000000000005
229,-3565.8499999999767,10242.25,-2523.47,-207.1800000000003
230,-3565.8499999999767,10242.25,-2523.47,-219.8900000000004
231,-3565.8499999999767,10242.25,-2523.47,-90.92000000000007
232,-5079.380000000005,6904.549999999815,-2411.09,-793.8899999999999
233,-5079.380000000005,6904.549999999815,-2411.09,-718.8600000000001
234,-5079.380000000005,6904.549999999815,-2411.09,-146.76000000000022
235,-5079.380000000005,6904.549999999815,-2411.09,-1674.2099999999994
236,-5079.380000000005,6904.549999999815,-2411.09,-1822.29
237,-5079.380000000005,6904.549999999815,-2411.09,-1682.5299999999993
238,-5079.380000000005,6904.549999999815,-2411.09,-148.08000000000038
239,-5079.380000000005,6904.549999999815,-2411.09,-8.320000000000164
240,-4679.589999999967,7051.5,-2411.79,-1197.81
241,-4679.589999999967,7051.5,-2411.79,-876.0900000000001
242,-4679.589999999967,7051.5,-2411.79,-107.48000000000002
243,-4679.589999999967,7051.5,-2411.79,-151.2800000000002
244,-4679.589999999967,7051.5,-2411.79,-189.80000000000013
245,-4679.589999999967,7051.5,-2411.79,-182.3400000000001
246,-4679.589999999967,7051.5,-2411.79,-38.519999999999975
247,-4679.589999999967,7051.5,-2411.79,-31.05999999999995
248,-6805.260000000008,6193.610000000334,-2524.88,-697.29
249,-6805.260000000008,6193.610000000334,-2524.88,-1199.75
250,-6805.260000000008,6193.610000000334,-2524.88,-502.46
251,-6805.260000000008,6193.610000000334,-2524.88,-101.19999999999979
252,-6805.260000000008,6193.610000000334,-2524.88,-251.79
253,-6805.260000000008,6193.610000000334,-2524.88,-377.4299999999994
254,-6805.260000000008,6193.610000000334,-2524.88,-436.84000000000015
255,-6805.260000000008,6193.610000000334,-2524.88,-485.9499999999999
256,-6805.260000000008,6193.610000000334,-2524.88,-150.59000000000015
257,-6805.260000000008,6193.610000000334,-2524.88,-276.22999999999956
258,-6805.260000000008,6193.610000000334,-2524.88,-335.6400000000003
259,-6805.260000000008,6193.610000000334,-2524.88,-384.75
260,-6805.260000000008,6193.610000000334,-2524.88,-125.63999999999945
261,-6805.260000000008,6193.610000000334,-2524.88,-185.05000000000013
262,-6805.260000000008,6193.610000000334,-2524.88,-234.15999999999985
263,-6805.260000000008,6193.610000000334,-2524.88,-59.41000000000077
264,-6805.260000000008,6193.610000000334,-2524.88,-108.52000000000044
265,-6805.260000000008,6193.610000000334,-2524.88,-49.10999999999967
266,-4893.319999999949,5339.879999999887,-2430.71,-1456.0299999999993
267,-4893.319999999949,5339.879999999887,-2430.71,-2088.68
268,-4893.319999999949,5339.879999999887,-2430.71,-632.6500000000002
269,-4893.319999999949,5339.879999999887,-2430.71,-168.40999999999985
270,-4893.319999999949,5339.879999999887,-2430.71,-28.38999999999988
271,-4893.319999999949,5339.879999999887,-2430.71,-142.15999999999985
272,-4893.319999999949,5339.879999999887,-2430.71,-201.69000000000003
273,-4893.319999999949,5339.879999999887,-2430.71,-254.19000000000003
274,-4893.319999999949,5339.879999999887,-2430.71,-33.2800000000002
275,-4893.319999999949,5339.879999999887,-2430.71,-85.7800000000002
276,-4893.319999999949,5339.879999999887,-2430.71,-113.76999999999998
277,-4893.319999999949,5339.879999999887,-2430.71,-173.30000000000018
278,-4893.319999999949,5339.879999999887,-2430.71,-225.80000000000013
279,-4893.319999999949,5339.879999999887,-2430.71,-59.5300000000002
280,-4893.319999999949,5339.879999999887,-2430.71,-112.03000000000021
281,-4893.319999999949,5339.879999999887,-2430.71,-52.5
282,-2480.450000000012,9374.080000000076,-2507.17,-1846.5799999999995
283,-2480.450000000012,9374.080000000076,-2507.17,-2510.26
284,-2480.450000000012,9374.080000000076,-2507.17,-663.6800000000002
285,-2480.450000000012,9374.080000000076,-2507.17,-331.27999999999975
286,-2480.450000000012,9374.080000000076,-2507.17,-134.6199999999999
287,-2480.450000000012,9374.080000000076,-2507.17,-54.110000000000134
288,-2480.450000000012,9374.080000000076,-2507.17,-58.19000000000007
289,-2480.450000000012,9374.080000000076,-2507.17,-4.079999999999926
290,-2480.450000000012,9374.080000000076,-2507.17,-151.3499999999999
291,-7036.939999999944,5471.349999999628,-2509.72,-2498.08
292,-7036.939999999944,5471.349999999628,-2509.72,-2458.29
293,-7036.939999999944,5471.349999999628,-2509.72,-181.38999999999987
294,-7036.939999999944,5471.349999999628,-2509.72,-118.58999999999969
295,-7036.939999999944,5471.349999999628,-2509.72,-213.23
296,-7036.939999999944,5471.349999999628,-2509.72,-150.42999999999984
297,-7036.939999999944,5471.349999999628,-2509.72,-10.289999999999964
298,-3309.390000000014,5366.030000000262,-2470.87,-1327.1000000000004
299,-3309.390000000014,5366.030000000262,-2470.87,-1353.41
300,-3309.390000000014,5366.030000000262,-2470.87,-26.30999999999949
301,-3309.390000000014,5366.030000000262,-2470.87,-40.36999999999989
302,-3309.390000000014,5366.030000000262,-2470.87,-70.98999999999978
303,-3309.390000000014,5366.030000000262,-2470.87,-114.72000000000023
304,-3309.390000000014,5366.030000000262,-2470.87,-99.38000000000014
305,-3309.390000000014,5366.030000000262,-2470.87,-146.65999999999985
306,-3309.390000000014,5366.030000000262,-2470.87,-30.61999999999989
307,-3309.390000000014,5366.030000000262,-2470.87,-74.35000000000036
308,-3309.390000000014,5366.030000000262,-2470.87,-59.01000000000022
309,-3309.390000000014,5366.030000000262,-2470.87,-106.28999999999996
310,-3309.390000000014,5366.030000000262,-2470.87,-43.730000000000466
311,-3309.390000000014,5366.030000000262,-2470.87,-28.390000000000327
312,-3309.390000000014,5366.030000000262,-2470.87,-75.67000000000007
313,-3309.390000000014,5366.030000000262,-2470.87,-31.9399999999996
314,-3309.390000000014,5366.030000000262,-2470.87,-47.27999999999975
315,-5718.619999999995,5452.860000000335,-2455.59,-617.9699999999998
316,-5718.619999999995,5452.860000000335,-2455.59,-1337.6999999999996
317,-5718.619999999995,5452.860000000335,-2455.59,-719.73
318,-5718.619999999995,5452.860000000335,-2455.59,-58.659999999999854
319,-5718.619999999995,5452.860000000335,-2455.59,-490.1399999999999
320,-5718.619999999995,5452.860000000335,-2455.59,-727.8000000000003
321,-5718.619999999995,5452.860000000335,-2455.59,-1167.2200000000005
322,-5718.619999999995,5452.860000000335,-2455.59,-431.48
323,-5718.619999999995,5452.860000000335,-2455.59,-669.1400000000002
324,-5718.619999999995,5452.860000000335,-2455.59,-1108.5600000000004
325,-5718.619999999995,5452.860000000335,-2455.59,-590.04
326,-5718.619999999995,5452.860000000335,-2455.59,-827.7000000000003
327,-5718.619999999995,5452.860000000335,-2455.59,-1267.1200000000003
328,-5718.619999999995,5452.860000000335,-2455.59,-237.6600000000003
329,-5718.619999999995,5452.860000000335,-2455.59,-677.0800000000004
330,-5718.619999999995,5452.860000000335,-2455.59,-439.4200000000001
331,-3975.9400000000014,8519.070000000298,-2441.4,-873.6599999999999
332,-3975.9400000000014,8519.070000000298,-2441.4,-113.21000000000004
333,-4603.890000000014,8250.120000000112,-2432.22,-447.07000000000016
334,-4603.890000000014,8250.120000000112,-2432.22,-2911.25
335,-4603.890000000014,8250.120000000112,-2432.22,-2464.18
336,-4603.890000000014,8250.120000000112,-2432.22,-1072.63
337,-4603.890000000014,8250.120000000112,-2432.22,-1739.42
338,-4603.890000000014,8250.120000000112,-2432.22,-1837.44
339,-4603.890000000014,8250.120000000112,-2432.22,-1636.11
340,-4603.890000000014,8250.120000000112,-2432.22,-1386.8300000000006
341,-4603.890000000014,8250.120000000112,-2432.22,-666.79
342,-4603.890000000014,8250.120000000112,-2432.22,-764.81
343,-4603.890000000014,8250.120000000112,-2432.22,-563.48
344,-4603.890000000014,8250.120000000112,-2432.22,-314.2000000000001
345,-4603.890000000014,8250.120000000112,-2432.22,-98.01999999999998
346,-4201.320000000007,7809.620000000114,-2438.68,-1145.2599999999998
347,-4201.320000000007,7809.620000000114,-2438.68,-53.3699999999999
348,-4201.320000000007,7809.620000000114,-2438.68,-2.7899999999999636
349,-4201.320000000007,7809.620000000114,-2438.68,-529.4499999999998
350,-2266.5599999999977,11071.879999999888,-2599.44,-148.05000000000018
351,-2266.5599999999977,11071.879999999888,-2599.44,-1971.63
352,-2266.5599999999977,11071.879999999888,-2599.44,-1823.58
353,-2266.5599999999977,11071.879999999888,-2599.44,-1136.3899999999996
354,-2266.5599999999977,11071.879999999888,-2599.44,-1734.17
355,-2266.5599999999977,11071.879999999888,-2599.44,-1734.5999999999995
356,-2266.5599999999977,11071.879999999888,-2599.44,-1582.13
357,-2266.5599999999977,11071.879999999888,-2599.44,-1962.21
358,-2266.5599999999977,11071.879999999888,-2599.44,-597.7800000000008
359,-2266.5599999999977,11071.879999999888,-2599.44,-598.21
360,-2266.5599999999977,11071.879999999888,-2599.44,-445.7400000000007
361,-2266.5599999999977,11071.879999999888,-2599.44,-825.8200000000006
362,-2266.5599999999977,11071.879999999888,-2599.44,-0.4299999999993816
363,-2266.5599999999977,11071.879999999888,-2599.44,-228.04
364,-2266.5599999999977,11071.879999999888,-2599.44,-227.61000000000058
365,-2266.5599999999977,11071.879999999888,-2599.44,-380.0799999999999
366,-2031.820000000007,12096.509999999775,-2636.25,-34.61999999999989
367,-2031.820000000007,12096.509999999775,-2636.25,-1661.6899999999994
368,-2031.820000000007,12096.509999999775,-2636.25,-1627.0699999999995
369,-2031.820000000007,12096.509999999775,-2636.25,-1029.5
370,-2031.820000000007,12096.509999999775,-2636.25,-1554.2399999999998
371,-2031.820000000007,12096.509999999775,-2636.25,-1561.4700000000007
372,-2031.820000000007,12096.509999999775,-2636.25,-1494.6000000000006
373,-2031.820000000007,12096.509999999775,-2636.25,-1834.29
374,-2031.820000000007,12096.509999999775,-2636.25,-524.7399999999999
375,-2031.820000000007,12096.509999999775,-2636.25,-531.9700000000003
376,-2031.820000000007,12096.509999999775,-2636.25,-465.10000000000036
377,-2031.820000000007,12096.509999999775,-2636.25,-804.79
378,-2031.820000000007,12096.509999999775,-2636.25,-7.230000000000472
379,-2031.820000000007,12096.509999999775,-2636.25,-280.0500000000002
380,-2031.820000000007,12096.509999999775,-2636.25,-272.8199999999997
381,-2031.820000000007,12096.509999999775,-2636.25,-339.6899999999996
382,-5001.439999999944,8506.280000000259,-2491.72,-667.9099999999999
383,-5001.439999999944,8506.280000000259,-2491.72,-1356.2399999999998
384,-5001.439999999944,8506.280000000259,-2491.72,-688.3299999999997
385,-5001.439999999944,8506.280000000259,-2491.72,-240.44999999999985
386,-5001.439999999944,8506.280000000259,-2491.72,-485.3999999999997
387,-5001.439999999944,8506.280000000259,-2491.72,-540.5299999999997
388,-5001.439999999944,8506.280000000259,-2491.72,-556.6499999999996
389,-5001.439999999944,8506.280000000259,-2491.72,-594.7299999999996
390,-5001.439999999944,8506.280000000259,-2491.72,-244.94999999999985
391,-5001.439999999944,8506.280000000259,-2491.72,-300.07999999999987
392,-5001.439999999944,8506.280000000259,-2491.72,-316.1999999999998
393,-5001.439999999944,8506.280000000259,-2491.72,-354.27999999999975
394,-5001.439999999944,8506.280000000259,-2491.72,-55.1300000000001
395,-5001.439999999944,8506.280000000259,-2491.72,-71.25
396,-5001.439999999944,8506.280000000259,-2491.72,-109.32999999999993
397,-5001.439999999944,8506.280000000259,-2491.72,-16.11999999999989
398,-5001.439999999944,8506.280000000259,-2491.72,-54.19999999999982
399,-5001.439999999944,8506.280000000259,-2491.72,-38.07999999999993
400,-1548.3400000000256,9711.69000000041,-2514.54,-1777.2600000000002
401,-1548.3400000000256,9711.69000000041,-2514.54,-1273.8100000000004
402,-1548.3400000000256,9711.69000000041,-2514.54,-75.81999999999971
403,-1548.3400000000256,9711.69000000041,-2514.54,-32.60999999999967
404,-1548.3400000000256,9711.69000000041,-2514.54,-43.98999999999978
405,-1548.3400000000256,9711.69000000041,-2514.54,-492.15999999999985
406,-1548.3400000000256,9711.69000000041,-2514.54,-11.38000000000011
407,-1548.3400000000256,9711.69000000041,-2514.54,-459.5500000000001
408,-1548.3400000000256,9711.69000000041,-2514.54,-448.1700000000001
409,-5052.5,7545.400000000371,-2421.0,-1090.2599999999998
410,-5052.5,7545.400000000371,-2421.0,-1977.66
411,-5052.5,7545.400000000371,-2421.0,-887.4000000000003
412,-5052.5,7545.400000000371,-2421.0,-381.61999999999983
413,-5052.5,7545.400000000371,-2421.0,-780.8499999999997
414,-5052.5,7545.400000000371,-2421.0,-815.31
415,-5052.5,7545.400000000371,-2421.0,-787.48
416,-5052.5,7545.400000000371,-2421.0,-920.85
417,-5052.5,7545.400000000371,-2421.0,-399.23
418,-5052.5,7545.400000000371,-2421.0,-433.69000000000005
419,-5052.5,7545.400000000371,-2421.0,-405.8600000000001
